TOP2A	1.10216183783663e-09
CDNF	1.13675143542879e-09
EIF4B	1.15443882462026e-09
LBH	1.23872041358087e-09
IL1RN	1.25724287416643e-09
TRAK1	1.25724287416643e-09
SPON2	1.3042091930968e-09
ARL4C	1.31753226567892e-09
TXN	1.35896028921514e-09
CAP1	1.41646164231602e-09
OXSR1	1.51391019242416e-09
IFIT3	1.70347441337259e-09
XAF1	1.71259858964186e-09
RAB31	1.71259858964186e-09
FAM118B	1.71340788409331e-09
SPATS2L	1.72910296116595e-09
MUC16	1.7523356252395e-09
SAMD9	1.79165616945701e-09
SMYD3	1.81963900500866e-09
CCDC141	1.94259243255594e-09
PLAU	1.98098844656734e-09
PEX5L	2.06764059514731e-09
ABHD17C	2.13073089073781e-09
NUSAP1	2.13073089073781e-09
TNFRSF21	2.14890746955108e-09
STYK1	2.25728598175831e-09
NPC1	2.34990742145901e-09
TWSG1	2.39073197191325e-09
PARP9	2.43215957755413e-09
AOX1	2.73647497437946e-09
DAPP1	2.80305081814106e-09
ZNFX1	2.80676396901031e-09
P2RX1	2.896239011156e-09
BUB1	3.09397538537937e-09
TUBA1C	3.09397538537937e-09
KIF20A	3.18743691417945e-09
CAPZB	3.18743691417945e-09
OSBPL10	3.22936995208553e-09
PSMA5	3.38632260217154e-09
CTSB	3.41009400330356e-09
ASPM	3.49136332689234e-09
UNC5B	3.64356946285884e-09
CDH3	3.64356946285884e-09
IFI44L	3.64356946285884e-09
MCU	3.74720118125466e-09
IL1RAP	3.86389571587336e-09
JUP	3.86389571587336e-09
DPY19L1	4.00107913995761e-09
RTP4	4.00107913995761e-09
AMHR2	4.0717101990633e-09
CD55	4.0717101990633e-09
GLS2	4.15303910797564e-09
SNORA76C	4.2037053447691e-09
PELO	4.45429236799356e-09
SP8	4.68611426860559e-09
KDELC1	4.79379731465425e-09
GJB3	4.90199320588342e-09
SULF2	4.90199320588342e-09
CENPE	4.97108603964786e-09
WFDC2	4.99085566019924e-09
PLA2G12A	4.99085566019924e-09
GAPDH	5.05464071294736e-09
SEPT8	5.28770737113009e-09
B3GNT3	5.28770737113009e-09
ITGB6	5.28770737113009e-09
PLIN3	5.43283947562718e-09
RYR2	5.59461327762266e-09
MICAL2	5.76326219873432e-09
RPH3AL	6.11174259997906e-09
LRRC8A	6.13200261502727e-09
TES	6.13200261502727e-09
KIF26B	6.30533290791612e-09
COQ8	6.34835817711891e-09
VASP	6.34835817711891e-09
GNAI2	6.43978385729119e-09
OLFML2B	6.54845800261159e-09
NOS1	6.73021089305255e-09
EDNRA	6.89028016005553e-09
TMC5	6.91721503162641e-09
DDX60	6.94973765657094e-09
PRRX1	7.12060611904514e-09
YJEFN3	7.21955325475828e-09
TUBB	7.34322997655473e-09
DPYSL3	7.64195235614759e-09
BST2	7.64195235614759e-09
GNB1	7.78673401931706e-09
SCNN1D	7.88996517495112e-09
ALDH6A1	7.93354656842563e-09
EDIL3	7.98293513985992e-09
SLC25A24	8.0510170423806e-09
SPOCK1	8.15696485480631e-09
COMP	8.38572400387616e-09
KIF14	8.38572400387616e-09
WISP1	8.4022287356643e-09
CYB5A	8.43699876459692e-09
NMNAT3	8.45693198548578e-09
MARC2	8.5079891223951e-09
EPHX4	8.53376625520294e-09
SLC16A4	8.53376625520294e-09
CERS4	8.61698089842401e-09
MYL12A	8.72468971791024e-09
ZDHHC7	8.72468971791024e-09
PTK7	8.77463892069035e-09
CNN2	8.77463892069035e-09
BIK	8.89040566654724e-09
ACVR1	9.27738990110919e-09
PAIP2B	9.45366503663602e-09
COL8A2	9.5149925491657e-09
SMS	9.5149925491657e-09
IRF9	9.5149925491657e-09
MLPH	9.55072167653979e-09
B3GALNT2	9.55072167653979e-09
EIF3L	9.5914042364399e-09
SARDH	9.60517056438143e-09
TRPS1	9.7747449334478e-09
CDCP1	9.78678713105737e-09
CYB5R2	9.86119286023671e-09
FERMT1	9.86119286023671e-09
LOXL2	9.89144528538459e-09
H2AFY	9.89144528538459e-09
RPL22	9.90149776480904e-09
ESM1	1.01002788861516e-08
PML	1.01002788861516e-08
RTKN2	1.01002788861516e-08
BGN	1.01002788861516e-08
PLAUR	1.01002788861516e-08
MATN3	1.01908758231154e-08
CDH23	1.02443263929675e-08
ERO1L	1.02515894437287e-08
POSTN	1.0492860985041e-08
COL16A1	1.0492860985041e-08
MAX	1.0492860985041e-08
ACADM	1.06104019019119e-08
LRRFIP1	1.08015712356031e-08
GAMT	1.09422861369545e-08
KIRREL2	1.09865512384142e-08
PRKCI	1.09865512384142e-08
DTX3L	1.14238691314548e-08
SLCO1B3	1.14657298454909e-08
TTK	1.16669361453521e-08
LAMP5	1.17901924798005e-08
TMEM220	1.19926724212441e-08
SORCS1	1.20042380101822e-08
ITGA1	1.21166759668927e-08
LMNB2	1.21803718059097e-08
TUBB3	1.26142825993438e-08
TGFB1I1	1.29495941927663e-08
HK1	1.30777538830634e-08
TSC22D1	1.30836000337064e-08
CCNB1	1.31792575822934e-08
CLTB	1.32743212638558e-08
CA4	1.40921528122043e-08
ARHGAP42	1.41136635028724e-08
SYTL2	1.41455264572676e-08
EXT1	1.41455264572676e-08
RIC3	1.42000082571878e-08
HOXB5	1.42774256379252e-08
RAB34	1.42774256379252e-08
COL5A2	1.42774256379252e-08
CD9	1.44766495020622e-08
PKNOX2	1.45858429639042e-08
INPP4B	1.48324749359697e-08
CTSK	1.48324749359697e-08
LAYN	1.54632714970894e-08
PRDM1	1.54662409679885e-08
TPM2	1.55707751957623e-08
CNPY4	1.63702338583754e-08
RHOC	1.68719983331123e-08
MYRIP	1.70854769631102e-08
MOXD1	1.71515763886371e-08
ECI2	1.73989209189417e-08
IFI44	1.73989209189417e-08
PFN1	1.73989209189417e-08
CCNA2	1.75829808215684e-08
E2F3	1.76721638013276e-08
MISP	1.77227128969075e-08
NPHS1	1.79483795847855e-08
MDK	1.80290240027742e-08
CALU	1.81760685592518e-08
BRSK2	1.8376955407924e-08
ECHDC3	1.84693989477804e-08
SLC44A1	1.89000775090697e-08
APOL2	1.92489501864133e-08
TMEM173	1.92902126195332e-08
RAC2	1.94752389531909e-08
TGM2	2.02266550787796e-08
GPX8	2.03425177258931e-08
RBPJL	2.05023857857768e-08
RIN2	2.05970083260825e-08
ZNF827	2.06390417937637e-08
DYNLT1	2.06390417937637e-08
FAM63B	2.077040021817e-08
EEF2	2.077040021817e-08
FANCI	2.09700915569521e-08
TTC9	2.12136073534448e-08
LONRF2	2.12884852033002e-08
TMEM154	2.12940830781013e-08
MVP	2.14700373061678e-08
EGF	2.15557420215691e-08
CSTF2	2.20606171936922e-08
PON2	2.21257216221367e-08
ZSCAN2	2.22283884105347e-08
CALD1	2.24719955781218e-08
PDK4	2.26522513970085e-08
TNFRSF11B	2.36548306855371e-08
GOLM1	2.41622037350988e-08
MKNK1	2.4261952749811e-08
ENOX1	2.42762331045437e-08
SKIL	2.42762331045437e-08
ACSL5	2.42762331045437e-08
ACACB	2.42762331045437e-08
TAP2	2.44212516461201e-08
MET	2.457806899465e-08
SH3KBP1	2.4998234489892e-08
AXL	2.57576750251206e-08
PSMB8	2.57683040506883e-08
STK38	2.57683040506883e-08
CERS6	2.59281121958266e-08
STX6	2.60065396013362e-08
EPHX1	2.61704299950694e-08
GALE	2.67154561098174e-08
PTPN12	2.68195758322441e-08
ERO1LB	2.68233503612339e-08
ASAP1	2.72247606418846e-08
KYNU	2.78006925123405e-08
SEPT9	2.78006925123405e-08
IKBIP	2.81051943411675e-08
COQ10A	2.81051943411675e-08
SYT9	2.81051943411675e-08
THY1	2.8873449900272e-08
NUP62	2.94045342649309e-08
AMPD3	2.9607389153179e-08
VSNL1	3.00877331550429e-08
CENPK	3.00877331550429e-08
TGFBI	3.00877331550429e-08
CTSA	3.0104843051554e-08
PGM2	3.01313238211299e-08
ZNF532	3.02075164912527e-08
LTBP1	3.03451845163776e-08
PEBP1	3.06052546549067e-08
ABR	3.17455558439766e-08
PGAM1	3.17594317702945e-08
PATL1	3.18668429477779e-08
PHYH	3.25344101704273e-08
KLB	3.28769897980194e-08
CASC5	3.29075903350866e-08
SCEL	3.35919462319072e-08
LGALS1	3.35919462319072e-08
NMI	3.35919462319072e-08
AMIGO2	3.36844628519716e-08
CNOT6	3.36897877235749e-08
CEACAM6	3.37060137052393e-08
IL2RG	3.44261109128301e-08
LPCAT2	3.44261109128301e-08
CTNNB1	3.49102155710351e-08
PLOD1	3.49189389584393e-08
ISG20	3.50609438705169e-08
SPDL1	3.54255282538839e-08
SHISA5	3.61172316740918e-08
GNA15	3.70927459514201e-08
NUCB2	3.74317155398964e-08
RAD51AP1	3.7680029132823e-08
TRAF3IP1	3.79441692219817e-08
SLC16A1	3.81756674265245e-08
ITGB1	3.83416990196804e-08
PYGB	3.84275587455133e-08
P3H1	3.84275587455133e-08
C5	3.84291271831304e-08
NT5E	3.92793938337249e-08
SFXN3	4.05171003003327e-08
NMU	4.09789522623617e-08
FLNA	4.22239160554857e-08
COL12A1	4.23553458995545e-08
HLA-F	4.23553458995545e-08
PABPC4L	4.25693144561588e-08
SERPINH1	4.25693144561588e-08
CHST11	4.25693144561588e-08
ADAR	4.25693144561588e-08
HDGF	4.25693144561588e-08
KIF15	4.32385733836104e-08
TWIST1	4.32385733836104e-08
MAP7D1	4.32385733836104e-08
NREP	4.32385733836104e-08
DACT1	4.33997508338897e-08
CCDC149	4.34036454799627e-08
ETV6	4.3442345152149e-08
UBE2F	4.38524922680964e-08
PCDHB10	4.40103060230891e-08
CKAP2	4.40339964585112e-08
LXN	4.43195358847271e-08
CPZ	4.44526998967046e-08
PPP1R3B	4.49698335940898e-08
PLIN5	4.51422265793362e-08
CCNB2	4.54206720559415e-08
SNRPD1	4.55653179044842e-08
CAPN2	4.58861104736342e-08
ISLR	4.62776956946843e-08
B2M	4.62776956946843e-08
COL1A1	4.62776956946843e-08
GLI3	4.66016202674765e-08
GSTA4	4.70686493306019e-08
LDHA	4.70686493306019e-08
MOV10	4.78488491398912e-08
CST1	4.82536173912661e-08
PRC1	4.87124967274395e-08
TMEM189	4.96080362377709e-08
RRAS	4.96080362377709e-08
ARHGAP26	4.96080362377709e-08
VPS51	5.01707294513491e-08
PARP14	5.13578460150794e-08
TMED6	5.2471769326185e-08
SPARC	5.29552283557887e-08
PTGER4	5.33618909442484e-08
FAM83D	5.38484085261127e-08
MAST3	5.39603123598973e-08
PLCB1	5.49857875564932e-08
PELI2	5.62661704008495e-08
MREG	5.62661704008495e-08
ECE2	5.64786135531584e-08
ITGB4	5.65031024130853e-08
SPX	5.71321104329895e-08
PRSS23	5.71560509077626e-08
TBK1	5.75661836218268e-08
CTSE	5.76589459688703e-08
VCAN	5.77950710237704e-08
P4HA1	5.8001038200385e-08
DBNL	5.94939622203324e-08
UBE2L6	5.95003529320147e-08
GBP4	6.00945971544951e-08
DNAJC4	6.01934800674673e-08
BRF1	6.05339689386009e-08
FBN1	6.10183589923959e-08
SUGCT	6.10183589923959e-08
SEL1L	6.10183589923959e-08
WDFY1	6.10452538330155e-08
KIF11	6.13201309221792e-08
MSN	6.15490653288378e-08
ALDH1L1	6.28281932277469e-08
DMD	6.28281932277469e-08
ETV1	6.31658240874465e-08
RNMTL1	6.42221862353414e-08
FITM1	6.42221862353414e-08
SGIP1	6.46444747634495e-08
FAM47E	6.51487871296798e-08
ERBB4	6.5190886949527e-08
CIRBP	6.65706942438338e-08
PLXNA1	6.67037278554701e-08
SKIDA1	6.72979835515137e-08
MTMR11	6.74780562523806e-08
HLA-A	6.85380301039813e-08
AQP8	6.85380301039813e-08
CAMK2N1	7.04697533385154e-08
SAMD9L	7.06419546096612e-08
CSDC2	7.12000799150985e-08
COL1A2	7.23477387857102e-08
MYH9	7.28422400952867e-08
SEMA3C	7.46250253145131e-08
AP1S3	7.47532437647064e-08
FAHD2A	7.48182576122895e-08
PM20D1	7.55202150349932e-08
RCN1	7.59187387935756e-08
RAB23	7.62450627687047e-08
SNTG2	7.74155254001343e-08
SLC1A2	7.82935074328637e-08
CEACAM1	7.89733199461678e-08
FBXO25	7.95855066960552e-08
WDR1	7.97722329389746e-08
SCNM1	8.02473456227081e-08
LIMS1	8.02473456227081e-08
TIMP2	8.02473456227081e-08
IFITM1	8.52912784588156e-08
LOXL1	8.56071017423507e-08
KRT7	8.56071017423507e-08
CRAT	8.56071017423507e-08
SEMA6C	8.66347048387021e-08
MPZL1	8.66347048387021e-08
SLC38A3	8.76712640403744e-08
HOPX	8.76712640403744e-08
FAM129A	8.94398180244901e-08
KRT6A	9.00580025646847e-08
TRIM50	9.2538566863821e-08
CTNNA1	9.5151078928471e-08
C5ORF46	9.53431217129053e-08
NRG2	9.53431217129053e-08
IFNGR2	9.53431217129053e-08
HMCN1	9.62641439030032e-08
FZD1	9.68255303163607e-08
MRVI1	9.74856013862039e-08
AMMECR1	9.88802655491007e-08
IL7	9.94617257294453e-08
HOXC4	1.0002988454511e-07
CTDSPL	1.00974654522428e-07
PLS3	1.01258399456503e-07
MLYCD	1.01935475037456e-07
KIAA1549L	1.02182565845075e-07
ADAM8	1.0400424429795e-07
PTPRE	1.04424014704585e-07
ADAM28	1.07546951328646e-07
CTNND2	1.09056947507363e-07
RNF186	1.09060791980559e-07
COL4A2	1.10584326441347e-07
FAM171A1	1.10629206607583e-07
CDK1	1.14281279147071e-07
RPL5	1.14319793862791e-07
FXYD3	1.14351248801791e-07
TSPAN5	1.17301064048541e-07
PVRL2	1.18261509194274e-07
PSMD1	1.18261509194274e-07
ATAD2	1.19245230786992e-07
ADHFE1	1.20126280623965e-07
PSEN2	1.20126280623965e-07
GPR110	1.20126280623965e-07
SUCLG1	1.20126280623965e-07
HPD	1.22178039474011e-07
EGFL6	1.22178039474011e-07
SAT2	1.22334179445198e-07
ADAM10	1.22334179445198e-07
ELOVL1	1.24854712346521e-07
MCM3	1.25100624247239e-07
MYH6	1.25100624247239e-07
HTRA1	1.25100624247239e-07
TMEM52	1.25919051123101e-07
TRIO	1.26321676250041e-07
S100A14	1.26321676250041e-07
ZDHHC5	1.26321676250041e-07
HELLS	1.26455099667276e-07
NAB1	1.26902239408855e-07
DLGAP5	1.2814777876419e-07
SIDT2	1.3082205344799e-07
RNF213	1.31156601346531e-07
KCNK3	1.34620134954946e-07
RGN	1.34620134954946e-07
BACE1	1.35396401205204e-07
CDYL	1.36452908796438e-07
YWHAB	1.36452908796438e-07
PAK3	1.37561806674864e-07
CAPN5	1.38242912609669e-07
IFITM3	1.38673628269354e-07
TM2D2	1.38733254835077e-07
KRTAP10-7	1.3962891639179e-07
ARHGDIG	1.40626277334774e-07
BNIP3	1.40626277334774e-07
FRMD6	1.40626277334774e-07
NUF2	1.42752748621685e-07
FOXQ1	1.42775441473437e-07
ALDH1L2	1.42775441473437e-07
XPO1	1.47865847873256e-07
KCNAB1	1.51071808705171e-07
C15ORF48	1.51603346902758e-07
FSTL1	1.52039845144269e-07
PABPC4	1.52603189004456e-07
MYLK	1.52603189004456e-07
MR1	1.53404235338255e-07
FCGR3A	1.55599613305568e-07
FER1L4	1.55984526401895e-07
STAT1	1.55984526401895e-07
MCFD2	1.56158586122503e-07
GSDMB	1.56303234357332e-07
TRIP12	1.57505308602198e-07
SWT1	1.58977100048132e-07
ENTPD1	1.60136637747181e-07
MGAT4B	1.60136637747181e-07
LUM	1.60918964966346e-07
HIST1H2BI	1.60918964966346e-07
DHRS4	1.6160036940917e-07
SUSD1	1.6160036940917e-07
RAB7A	1.6160036940917e-07
ABCA5	1.62095995043175e-07
MSRB1	1.6596558361993e-07
MFAP2	1.69112566060444e-07
TMEM248	1.69257465874207e-07
NAT8L	1.7176203395759e-07
FGD6	1.73903682992703e-07
MGLL	1.76110241369083e-07
FAM49B	1.76837659614768e-07
GPHB5	1.77150740491279e-07
SCHIP1	1.77189540789186e-07
TIMP1	1.81600001932384e-07
TMEM184B	1.82437551531134e-07
PSMD7	1.83627880755621e-07
LRRC32	1.84477807344306e-07
TMEM92	1.86002123149075e-07
MYBPC3	1.863759881508e-07
F11	1.8787840083877e-07
RAP2B	1.88840623624352e-07
ABCG1	1.93091872079713e-07
TMEM43	1.93496925352862e-07
DYM	1.95693926832474e-07
EPHA4	1.95724635844657e-07
EPHA2	1.96549322556625e-07
CAST	1.96549322556625e-07
ZNF462	1.96580436348669e-07
NUAK1	1.96857013372761e-07
PRRG1	1.96881129593658e-07
CKS1B	1.99880614699101e-07
DNMT1	1.99936513699563e-07
PNMA1	2.01099850048141e-07
SH3BGRL3	2.02574452360939e-07
TWF2	2.04829687140642e-07
DPP10	2.06328067367775e-07
IL4I1	2.07081750362326e-07
NAP1L4	2.07081750362326e-07
PARD6A	2.07298297183213e-07
MELK	2.08647250758606e-07
ARL6IP4	2.10399035640399e-07
NECAP2	2.10501148474742e-07
GLI2	2.10999511826129e-07
EIF5A2	2.1540151414206e-07
TAGLN	2.1591926065468e-07
CAPNS1	2.1591926065468e-07
MLLT3	2.17514109295752e-07
KCNJ5	2.18764311240738e-07
KIF6	2.28981410631901e-07
KRTAP5-11	2.28981410631901e-07
IGSF11	2.29588088794988e-07
TPM4	2.34448775038888e-07
IZUMO4	2.34912422372119e-07
HOXB7	2.35152627924446e-07
FAM71E2	2.35348344229681e-07
SGCB	2.36532419685822e-07
PROX1	2.4220720046863e-07
LRRC6	2.43557325909465e-07
SGK223	2.44246884855951e-07
ATP2C1	2.44947421508418e-07
CEACAM5	2.47063062100931e-07
WNT9A	2.50039572899108e-07
SDK1	2.50219120786119e-07
MCM4	2.50219120786119e-07
C5ORF34	2.5116199108417e-07
EPHX2	2.51384656513793e-07
TMEM18	2.53918731118148e-07
COL3A1	2.54308712344134e-07
ALDOA	2.55057486923517e-07
HOGA1	2.55486361322052e-07
SKAP2	2.56345794027838e-07
HPCAL4	2.57198782555618e-07
SHISA2	2.57198782555618e-07
SEC23A	2.57664446119047e-07
IFRD1	2.60337030319415e-07
GCOM1	2.61242799572989e-07
EPPK1	2.63996966279651e-07
ZEB1	2.63996966279651e-07
CXCL10	2.65732172516364e-07
PMAIP1	2.66618207577473e-07
RPL15	2.70268869543982e-07
KAL1	2.71572442217982e-07
IGBP1	2.75272688240468e-07
B4GALT5	2.75272688240468e-07
CORO1C	2.75272688240468e-07
LINC00671	2.7565705400043e-07
TMEM72	2.7641629036285e-07
TRIM14	2.89176433520103e-07
SDR16C5	2.91303575003521e-07
MMP28	2.92707963082507e-07
TBL1XR1	2.92876094887672e-07
ANGPT4	2.93902622879042e-07
ENO1	2.93902622879042e-07
HPN	2.95501959957223e-07
GPSM2	2.97701033135169e-07
RNF145	2.98874015510706e-07
RALA	2.99043525726183e-07
GBP2	2.99043525726183e-07
PEA15	2.99043525726183e-07
SMC4	3.01492006236302e-07
CXCL5	3.01720049253154e-07
RUVBL1	3.04022777566981e-07
CCNG1	3.0584624549574e-07
MIA	3.05882150460545e-07
FXN	3.08004820872697e-07
ARF6	3.09224114830008e-07
CALM2	3.09508840447608e-07
LGR5	3.09508840447608e-07
BCL9L	3.14374901198706e-07
PHYHD1	3.19843430734244e-07
MST1	3.21225641831648e-07
PLXDC1	3.25315284195893e-07
STS	3.26185930995493e-07
NHS	3.26621763818907e-07
BIRC3	3.32966771484365e-07
C10ORF62	3.35990358440569e-07
CASP1	3.35990358440569e-07
RHOBTB3	3.40903953009073e-07
TPST2	3.43675376162838e-07
IL4R	3.46581640225331e-07
KRTAP10-3	3.5042773702453e-07
ANKRD53	3.52045802027912e-07
AZGP1	3.57891273143874e-07
GREM1	3.59645322178176e-07
SLC39A5	3.59645322178176e-07
SLC25A45	3.60114735490284e-07
MGAT4A	3.60114735490284e-07
FAM83A	3.60518750711126e-07
TNFRSF14	3.6132325295897e-07
ZFPM2	3.62417413507422e-07
TMC7	3.64329005090969e-07
FGFR1	3.66625346662155e-07
CDR2L	3.71135315713065e-07
COLGALT1	3.75618865136428e-07
TXNL4A	3.77599369118693e-07
S100A2	3.7762754488233e-07
SLC16A12	3.77802490043016e-07
PYCARD	3.79574584010951e-07
MAPK8IP1	3.80037994448352e-07
NRG4	3.80037994448352e-07
CDC25B	3.84054334955146e-07
ASPN	3.84816899747401e-07
IPO5	3.89141539476331e-07
NCK1	3.89296568544481e-07
ATP2A2	3.90365062273894e-07
CBS	3.91007756311292e-07
TLDC1	3.91007756311292e-07
FAM69B	3.97647854169229e-07
CDKN3	4.02092693304293e-07
GKAP1	4.06833938728301e-07
GPX1	4.06985815878383e-07
MPZL2	4.07310339882617e-07
TM7SF2	4.08608195437791e-07
HOXC6	4.13223696765304e-07
SUSD6	4.16255722094388e-07
MAST2	4.25360158925547e-07
ZFAS1	4.27200697584637e-07
DTX2P1-UPK3BP1-PMS2P11	4.31542261802809e-07
RFTN1	4.34552744358237e-07
NRP2	4.3888880230626e-07
C10ORF82	4.40139024222935e-07
GPX2	4.45151987010031e-07
TBC1D30	4.46948376336102e-07
LPAR5	4.50464093599038e-07
HCP5	4.52247777186967e-07
HLA-E	4.53584461514383e-07
F2R	4.53584461514383e-07
RDH12	4.58666346888277e-07
GLYCTK	4.58666346888277e-07
NAGA	4.58666346888277e-07
NPBWR1	4.60345010572839e-07
PMEPA1	4.61180151467656e-07
KANK1	4.62205593438989e-07
LIFR	4.71900774538935e-07
NEK2	4.7230697104841e-07
BROX	4.73522945997113e-07
RNASEL	4.80082933661126e-07
NEU4	4.83562381742922e-07
PRKRIR	4.88911130028822e-07
CD58	4.92863120988203e-07
SLC7A7	4.94154210228518e-07
RAX	4.9443148507385e-07
SHBG	4.95523204479205e-07
GABRP	5.0259017548112e-07
ELK3	5.07772552527507e-07
CCDC110	5.07848059796983e-07
LAMB2	5.08732179682634e-07
ESRRG	5.10400805783677e-07
GPT2	5.14770007398812e-07
KATNAL1	5.15157468778463e-07
IDS	5.15157468778463e-07
BASP1	5.18057395224459e-07
ALB	5.18331866414678e-07
HTRA3	5.22769241955635e-07
SFXN2	5.3076811057505e-07
IFT20	5.3076811057505e-07
ADCYAP1R1	5.35308867588252e-07
KIAA1217	5.36485098696536e-07
NDE1	5.3701380269951e-07
SMG9	5.38131150408937e-07
